slate_date,league,player_name,team,position,stat_type,line_score,start_time,game_description,projection_id,player_id,prop_key
2026-07-13,WNBA,Nneka Ogwumike,LAS,F,FG Attempted,13.5,2026-07-13 23:00:00+00:00,ATL,13126609,64380,WNBA|nneka ogwumike|fg attempted|13.5|standard
2026-07-13,WNBA,Nneka Ogwumike,LAS,F,FG Made,6.5,2026-07-13 23:00:00+00:00,ATL,13126603,64380,WNBA|nneka ogwumike|fg made|6.5|standard
2026-07-13,WNBA,Nneka Ogwumike,LAS,F,Fantasy Score,34.5,2026-07-13 23:00:00+00:00,ATL,13123782,64380,WNBA|nneka ogwumike|fantasy score|34.5|standard
2026-07-13,WNBA,Nneka Ogwumike,LAS,F,Free Throws Attempted,4.0,2026-07-13 23:00:00+00:00,ATL,13126621,64380,WNBA|nneka ogwumike|free throws attempted|4.0|standard
2026-07-13,WNBA,Nneka Ogwumike,LAS,F,Free Throws Made,3.0,2026-07-13 23:00:00+00:00,ATL,13126597,64380,WNBA|nneka ogwumike|free throws made|3.0|standard
2026-07-13,WNBA,Nneka Ogwumike,LAS,F,Points,16.5,2026-07-13 23:00:00+00:00,ATL,13118999,64380,WNBA|nneka ogwumike|points|16.5|standard
2026-07-13,WNBA,Nneka Ogwumike,LAS,F,Pts+Asts,20.0,2026-07-13 23:00:00+00:00,ATL,13118962,64380,WNBA|nneka ogwumike|pts+asts|20.0|standard
2026-07-13,WNBA,Nneka Ogwumike,LAS,F,Pts+Rebs,26.0,2026-07-13 23:00:00+00:00,ATL,13118967,64380,WNBA|nneka ogwumike|pts+rebs|26.0|standard
2026-07-13,WNBA,Nneka Ogwumike,LAS,F,Pts+Rebs+Asts,29.5,2026-07-13 23:00:00+00:00,ATL,13118970,64380,WNBA|nneka ogwumike|pts+rebs+asts|29.5|standard
2026-07-13,WNBA,Nneka Ogwumike,LAS,F,Rebounds,8.5,2026-07-13 23:00:00+00:00,ATL,13118987,64380,WNBA|nneka ogwumike|rebounds|8.5|standard
2026-07-13,WNBA,Nneka Ogwumike,LAS,F,Rebs+Asts,12.0,2026-07-13 23:00:00+00:00,ATL,13119943,64380,WNBA|nneka ogwumike|rebs+asts|12.0|standard
2026-07-13,WNBA,Nneka Ogwumike,LAS,F,Two Pointers Attempted,9.0,2026-07-13 23:00:00+00:00,ATL,13126631,64380,WNBA|nneka ogwumike|two pointers attempted|9.0|standard
2026-07-13,WNBA,Nneka Ogwumike,LAS,F,Two Pointers Made,5.0,2026-07-13 23:00:00+00:00,ATL,13126626,64380,WNBA|nneka ogwumike|two pointers made|5.0|standard
2026-07-13,WNBA,Rae Burrell,LAS,G-F,Assists,2.5,2026-07-13 23:00:00+00:00,ATL,13126578,69803,WNBA|rae burrell|assists|2.5|standard
2026-07-13,WNBA,Rae Burrell,LAS,G-F,FG Attempted,11.5,2026-07-13 23:00:00+00:00,ATL,13126610,69803,WNBA|rae burrell|fg attempted|11.5|standard
2026-07-13,WNBA,Rae Burrell,LAS,G-F,FG Made,5.5,2026-07-13 23:00:00+00:00,ATL,13126604,69803,WNBA|rae burrell|fg made|5.5|standard
2026-07-13,WNBA,Rae Burrell,LAS,G-F,Fantasy Score,23.5,2026-07-13 23:00:00+00:00,ATL,13126143,69803,WNBA|rae burrell|fantasy score|23.5|standard
2026-07-13,WNBA,Rae Burrell,LAS,G-F,Offensive Rebounds,0.5,2026-07-13 23:00:00+00:00,ATL,13126253,69803,WNBA|rae burrell|offensive rebounds|0.5|standard
2026-07-13,WNBA,Rae Burrell,LAS,G-F,Points,14.5,2026-07-13 23:00:00+00:00,ATL,13118984,69803,WNBA|rae burrell|points|14.5|standard
2026-07-13,WNBA,Rae Burrell,LAS,G-F,Pts+Asts,17.5,2026-07-13 23:00:00+00:00,ATL,13124493,69803,WNBA|rae burrell|pts+asts|17.5|standard
2026-07-13,WNBA,Rae Burrell,LAS,G-F,Pts+Rebs,17.5,2026-07-13 23:00:00+00:00,ATL,13124340,69803,WNBA|rae burrell|pts+rebs|17.5|standard
2026-07-13,WNBA,Rae Burrell,LAS,G-F,Pts+Rebs+Asts,20.0,2026-07-13 23:00:00+00:00,ATL,13124350,69803,WNBA|rae burrell|pts+rebs+asts|20.0|standard
2026-07-13,WNBA,Rae Burrell,LAS,G-F,Two Pointers Attempted,7.5,2026-07-13 23:00:00+00:00,ATL,13126632,69803,WNBA|rae burrell|two pointers attempted|7.5|standard
2026-07-13,WNBA,Rae Burrell,LAS,G-F,Two Pointers Made,4.5,2026-07-13 23:00:00+00:00,ATL,13126627,69803,WNBA|rae burrell|two pointers made|4.5|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,3-PT Attempted,9.5,2026-07-13 23:00:00+00:00,LAS,13126617,237831,WNBA|rhyne howard|3-pt attempted|9.5|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Assists,3.5,2026-07-13 23:00:00+00:00,LAS,13119378,237831,WNBA|rhyne howard|assists|3.5|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Blocked Shots,0.5,2026-07-13 23:00:00+00:00,LAS,13126441,237831,WNBA|rhyne howard|blocked shots|0.5|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,FG Attempted,15.5,2026-07-13 23:00:00+00:00,LAS,13126611,237831,WNBA|rhyne howard|fg attempted|15.5|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,FG Made,6.5,2026-07-13 23:00:00+00:00,LAS,13126605,237831,WNBA|rhyne howard|fg made|6.5|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Fantasy Score,38.5,2026-07-13 23:00:00+00:00,LAS,13123778,237831,WNBA|rhyne howard|fantasy score|38.5|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Free Throws Attempted,3.5,2026-07-13 23:00:00+00:00,LAS,13126623,237831,WNBA|rhyne howard|free throws attempted|3.5|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Free Throws Made,3.0,2026-07-13 23:00:00+00:00,LAS,13126599,237831,WNBA|rhyne howard|free throws made|3.0|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Points,19.5,2026-07-13 23:00:00+00:00,LAS,13119326,237831,WNBA|rhyne howard|points|19.5|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Pts+Asts,23.5,2026-07-13 23:00:00+00:00,LAS,13119329,237831,WNBA|rhyne howard|pts+asts|23.5|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Pts+Rebs,24.0,2026-07-13 23:00:00+00:00,LAS,13119797,237831,WNBA|rhyne howard|pts+rebs|24.0|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Pts+Rebs+Asts,28.5,2026-07-13 23:00:00+00:00,LAS,13119338,237831,WNBA|rhyne howard|pts+rebs+asts|28.5|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Rebounds,4.5,2026-07-13 23:00:00+00:00,LAS,13119352,237831,WNBA|rhyne howard|rebounds|4.5|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Rebs+Asts,8.0,2026-07-13 23:00:00+00:00,LAS,13121304,237831,WNBA|rhyne howard|rebs+asts|8.0|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Steals,2.5,2026-07-13 23:00:00+00:00,LAS,13126443,237831,WNBA|rhyne howard|steals|2.5|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Two Pointers Attempted,6.0,2026-07-13 23:00:00+00:00,LAS,13126633,237831,WNBA|rhyne howard|two pointers attempted|6.0|standard
2026-07-13,WNBA,Rhyne Howard,ATL,G,Two Pointers Made,3.5,2026-07-13 23:00:00+00:00,LAS,13126628,237831,WNBA|rhyne howard|two pointers made|3.5|standard
2026-07-13,WNBA,Rhyne Howard + Dearica Hamby,ATL/LAS,G,Points (Combo),35.5,2026-07-13 23:00:00+00:00,LAS/ATL,13124266,328313,WNBA|rhyne howard + dearica hamby|points (combo)|35.5|standard
2026-07-13,WNBA,Rhyne Howard + Nneka Ogwumike,ATL/LAS,G,Assists (Combo),6.5,2026-07-13 23:00:00+00:00,LAS/ATL,13124282,328310,WNBA|rhyne howard + nneka ogwumike|assists (combo)|6.5|standard
2026-07-13,WNBA,Rhyne Howard + Nneka Ogwumike,ATL/LAS,G,Points (Combo),37.0,2026-07-13 23:00:00+00:00,LAS/ATL,13124262,328310,WNBA|rhyne howard + nneka ogwumike|points (combo)|37.0|standard
2026-07-13,WNBA,Rhyne Howard + Rae Burrell,ATL/LAS,G,Points (Combo),34.5,2026-07-13 23:00:00+00:00,LAS/ATL,13124267,328314,WNBA|rhyne howard + rae burrell|points (combo)|34.5|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Assists,8.0,2026-07-14 01:00:00+00:00,MIN,13121494,237863,WNBA|alyssa thomas|assists|8.0|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Blocked Shots,0.5,2026-07-14 01:00:00+00:00,MIN,13126484,237863,WNBA|alyssa thomas|blocked shots|0.5|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Defensive Rebounds,6.0,2026-07-14 01:00:00+00:00,MIN,13126316,237863,WNBA|alyssa thomas|defensive rebounds|6.0|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,FG Attempted,10.5,2026-07-14 01:00:00+00:00,MIN,13126647,237863,WNBA|alyssa thomas|fg attempted|10.5|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,FG Made,5.5,2026-07-14 01:00:00+00:00,MIN,13126641,237863,WNBA|alyssa thomas|fg made|5.5|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Fantasy Score,37.5,2026-07-14 01:00:00+00:00,MIN,13123662,237863,WNBA|alyssa thomas|fantasy score|37.5|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Free Throws Attempted,3.5,2026-07-14 01:00:00+00:00,MIN,13126658,237863,WNBA|alyssa thomas|free throws attempted|3.5|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Free Throws Made,2.5,2026-07-14 01:00:00+00:00,MIN,13126635,237863,WNBA|alyssa thomas|free throws made|2.5|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Points,12.5,2026-07-14 01:00:00+00:00,MIN,13119357,237863,WNBA|alyssa thomas|points|12.5|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Pts+Asts,21.5,2026-07-14 01:00:00+00:00,MIN,13120009,237863,WNBA|alyssa thomas|pts+asts|21.5|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Pts+Rebs,21.0,2026-07-14 01:00:00+00:00,MIN,13119279,237863,WNBA|alyssa thomas|pts+rebs|21.0|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Pts+Rebs+Asts,28.5,2026-07-14 01:00:00+00:00,MIN,13119362,237863,WNBA|alyssa thomas|pts+rebs+asts|28.5|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Rebounds,7.0,2026-07-14 01:00:00+00:00,MIN,13121497,237863,WNBA|alyssa thomas|rebounds|7.0|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Rebs+Asts,15.0,2026-07-14 01:00:00+00:00,MIN,13127402,237863,WNBA|alyssa thomas|rebs+asts|15.0|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Steals,1.5,2026-07-14 01:00:00+00:00,MIN,13126485,237863,WNBA|alyssa thomas|steals|1.5|standard
2026-07-13,WNBA,Alyssa Thomas,PHX,F,Turnovers,3.5,2026-07-14 01:00:00+00:00,MIN,13126486,237863,WNBA|alyssa thomas|turnovers|3.5|standard
2026-07-13,WNBA,Courtney Williams,MIN,G,Assists,4.0,2026-07-14 01:00:00+00:00,PHX,13123557,237978,WNBA|courtney williams|assists|4.0|standard
2026-07-13,WNBA,Courtney Williams,MIN,G,FG Attempted,14.5,2026-07-14 01:00:00+00:00,PHX,13126648,237978,WNBA|courtney williams|fg attempted|14.5|standard
2026-07-13,WNBA,Courtney Williams,MIN,G,FG Made,7.0,2026-07-14 01:00:00+00:00,PHX,13126642,237978,WNBA|courtney williams|fg made|7.0|standard
2026-07-13,WNBA,Courtney Williams,MIN,G,Fantasy Score,30.5,2026-07-14 01:00:00+00:00,PHX,13123658,237978,WNBA|courtney williams|fantasy score|30.5|standard
2026-07-13,WNBA,Courtney Williams,MIN,G,Offensive Rebounds,0.5,2026-07-14 01:00:00+00:00,PHX,13126325,237978,WNBA|courtney williams|offensive rebounds|0.5|standard
2026-07-13,WNBA,Courtney Williams,MIN,G,Points,15.5,2026-07-14 01:00:00+00:00,PHX,13120037,237978,WNBA|courtney williams|points|15.5|standard
2026-07-13,WNBA,Courtney Williams,MIN,G,Pts+Asts,19.5,2026-07-14 01:00:00+00:00,PHX,13119682,237978,WNBA|courtney williams|pts+asts|19.5|standard
2026-07-13,WNBA,Courtney Williams,MIN,G,Pts+Rebs,21.5,2026-07-14 01:00:00+00:00,PHX,13119680,237978,WNBA|courtney williams|pts+rebs|21.5|standard
2026-07-13,WNBA,Courtney Williams,MIN,G,Pts+Rebs+Asts,25.5,2026-07-14 01:00:00+00:00,PHX,13119689,237978,WNBA|courtney williams|pts+rebs+asts|25.5|standard
2026-07-13,WNBA,Courtney Williams,MIN,G,Rebounds,5.0,2026-07-14 01:00:00+00:00,PHX,13123555,237978,WNBA|courtney williams|rebounds|5.0|standard
2026-07-13,WNBA,Courtney Williams,MIN,G,Rebs+Asts,9.0,2026-07-14 01:00:00+00:00,PHX,13121425,237978,WNBA|courtney williams|rebs+asts|9.0|standard
2026-07-13,WNBA,Courtney Williams,MIN,G,Two Pointers Attempted,11.5,2026-07-14 01:00:00+00:00,PHX,13126668,237978,WNBA|courtney williams|two pointers attempted|11.5|standard
2026-07-13,WNBA,Courtney Williams,MIN,G,Two Pointers Made,6.0,2026-07-14 01:00:00+00:00,PHX,13126664,237978,WNBA|courtney williams|two pointers made|6.0|standard
2026-07-13,WNBA,Courtney Williams + Alyssa Thomas,MIN/PHX,G,Points (Combo),29.5,2026-07-14 01:00:00+00:00,PHX/MIN,13124632,317626,WNBA|courtney williams + alyssa thomas|points (combo)|29.5|standard
2026-07-13,WNBA,Courtney Williams + Kahleah Copper,MIN/PHX,G,Points (Combo),36.0,2026-07-14 01:00:00+00:00,PHX/MIN,13124614,317624,WNBA|courtney williams + kahleah copper|points (combo)|36.0|standard
2026-07-13,WNBA,Courtney Williams + Valeriane Ayayi,MIN/PHX,G,Points (Combo),27.5,2026-07-14 01:00:00+00:00,PHX/MIN,13124634,328335,WNBA|courtney williams + valeriane ayayi|points (combo)|27.5|standard
2026-07-13,WNBA,DeWanna Bonner,PHX,F-G,Fantasy Score,21.0,2026-07-14 01:00:00+00:00,MIN,13126195,253708,WNBA|dewanna bonner|fantasy score|21.0|standard
2026-07-13,WNBA,DeWanna Bonner,PHX,F-G,Points,9.5,2026-07-14 01:00:00+00:00,MIN,13124421,253708,WNBA|dewanna bonner|points|9.5|standard
2026-07-13,WNBA,DeWanna Bonner,PHX,F-G,Pts+Rebs,15.0,2026-07-14 01:00:00+00:00,MIN,13124462,253708,WNBA|dewanna bonner|pts+rebs|15.0|standard
2026-07-13,WNBA,DeWanna Bonner,PHX,F-G,Pts+Rebs+Asts,16.0,2026-07-14 01:00:00+00:00,MIN,13126188,253708,WNBA|dewanna bonner|pts+rebs+asts|16.0|standard
