GAME_ID,GAME_DATE,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,MATCHUP,MIN,PTS,REB,AST,PRA,PTS_REB,PTS_AST,REB_AST,OREB,DREB,FGM,FGA,FG3M,FG3A,FTM,FTA,STL,BLK,STOCKS,TOV,FANTASY_SCORE_PP
1022600167,2026-07-10,1642321,Sydney Taylor,1611661329,CHI,CHI @ LAS,21,15,1,2,18,16,17,3,0,1,5,11,2,7,3,3,0,0,0,3,16.2
1022600166,2026-07-10,1643420,Laura Juskaite,1611661332,TOR,TOR vs. DAL,36,25,3,3,31,28,28,6,0,3,10,16,3,6,2,2,1,1,2,0,39.1
1022600165,2026-07-10,1642794,Juste Jocyte,1611661331,GSV,GSV @ CON,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.0
1022600167,2026-07-10,1642293,Alissa Pili,1611661320,LAS,LAS vs. CHI,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
1022600165,2026-07-10,1643441,Raegan Beers,1611661323,CON,CON vs. GSV,10,3,2,1,6,5,4,3,1,1,0,1,0,0,3,4,0,0,0,1,5.9
1022600166,2026-07-10,1642784,Paige Bueckers,1611661321,DAL,DAL @ TOR,38,34,6,6,46,40,40,12,1,5,13,22,2,5,6,6,2,0,2,1,55.2
1022600167,2026-07-10,1642292,Jacy Sheldon,1611661329,CHI,CHI @ LAS,21,10,0,2,12,10,12,2,0,0,4,7,2,4,0,0,2,0,2,1,18.0
1022600166,2026-07-10,1629576,Maria Conde,1611661332,TOR,TOR vs. DAL,35,12,3,9,24,15,21,12,0,3,5,9,2,4,0,0,0,0,0,3,26.1
1022600165,2026-07-10,1642767,Janelle Salaun,1611661331,GSV,GSV @ CON,27,16,7,1,24,23,17,8,0,7,5,11,4,7,2,2,3,1,4,1,36.9
1022600167,2026-07-10,1630996,Rae Burrell,1611661320,LAS,LAS vs. CHI,33,17,1,4,22,18,21,5,0,1,6,13,4,6,1,3,0,2,2,4,26.2
1022600165,2026-07-10,1643429,Gianna Kneepkens,1611661323,CON,CON vs. GSV,9,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,4.2
1022600166,2026-07-10,1641652,Maddy Siegrist,1611661321,DAL,DAL @ TOR,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
1022600167,2026-07-10,1642289,Kamilla Cardoso,1611661329,CHI,CHI @ LAS,28,15,8,2,25,23,17,10,1,7,6,9,0,0,3,3,0,1,1,0,30.6
1022600166,2026-07-10,1629497,Marina Mabrey,1611661332,TOR,TOR vs. DAL,27,34,1,1,36,35,35,2,0,1,10,18,6,9,8,8,0,0,0,3,33.7
1022600165,2026-07-10,1641656,Laeticia Amihere,1611661331,GSV,GSV @ CON,17,6,5,3,14,11,9,8,1,4,3,7,0,1,0,0,1,3,4,1,27.5
1022600167,2026-07-10,1630461,Kiana Williams,1611661320,LAS,LAS vs. CHI,15,0,0,5,5,0,5,5,0,0,0,2,0,2,0,0,1,0,1,1,9.5
1022600165,2026-07-10,1642817,Hailey Van Lith,1611661323,CON,CON vs. GSV,9,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,6.0
1022600166,2026-07-10,1630386,Awak Kuier,1611661321,DAL,DAL @ TOR,11,3,1,1,5,4,4,2,0,1,1,3,1,1,0,0,1,1,2,0,11.7
1022600167,2026-07-10,1628922,Azura Stevens,1611661329,CHI,CHI @ LAS,30,10,8,2,20,18,12,10,1,7,4,7,1,3,1,1,0,1,1,2,23.6
1022600166,2026-07-10,1628915,Kia Nurse,1611661332,TOR,TOR vs. DAL,15,0,1,1,2,1,1,2,0,1,0,6,0,5,0,0,0,0,0,0,2.7
1022600165,2026-07-10,1631007,Veronica Burton,1611661331,GSV,GSV @ CON,33,17,3,6,26,20,23,9,1,2,7,12,1,3,2,3,1,2,3,1,37.6
1022600167,2026-07-10,1630148,Jihyun Park,1611661320,LAS,LAS vs. CHI,8,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.2
1022600165,2026-07-10,1642303,Leila Lacan,1611661323,CON,CON vs. GSV,32,8,3,6,17,11,14,9,1,2,3,5,1,2,1,1,2,0,2,4,22.6
1022600166,2026-07-10,1629501,Alanna Smith,1611661321,DAL,DAL @ TOR,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.0
1022600167,2026-07-10,1627671,Rachel Banham,1611661329,CHI,CHI @ LAS,12,0,3,0,3,3,0,3,1,2,0,4,0,2,0,0,0,0,0,0,3.5999999999999996
1022600166,2026-07-10,1627700,Julie Allemand,1611661332,TOR,TOR vs. DAL,34,3,5,8,16,8,11,13,0,5,1,3,1,3,0,0,1,0,1,4,20.0
1022600165,2026-07-10,1630097,Kaila Charles,1611661331,GSV,GSV @ CON,30,9,5,1,15,14,10,6,3,2,3,5,1,1,2,2,1,0,1,2,17.5
1022600167,2026-07-10,1628878,Ariel Atkins,1611661320,LAS,LAS vs. CHI,29,17,3,6,26,20,23,9,1,2,7,13,2,5,1,1,3,0,3,1,37.6
1022600165,2026-07-10,1642290,Aaliyah Edwards,1611661323,CON,CON vs. GSV,27,11,2,0,13,13,11,2,0,2,5,9,1,1,0,0,2,0,2,3,16.4
1022600166,2026-07-10,1629491,Jessica Shepard,1611661321,DAL,DAL @ TOR,40,20,17,3,40,37,23,20,6,11,7,9,0,0,6,8,1,0,1,4,43.9
1022600167,2026-07-10,204333,Natasha Cloud,1611661329,CHI,CHI @ LAS,27,9,2,7,18,11,16,9,0,2,2,11,1,5,4,6,2,0,2,1,26.9
1022600166,2026-07-10,204330,Isabelle Harrison,1611661332,TOR,TOR vs. DAL,26,18,8,1,27,26,19,9,3,5,8,10,2,3,0,2,0,1,1,1,31.1
1022600165,2026-07-10,1628508,Cecilia Zandalasini,1611661331,GSV,GSV @ CON,17,4,1,0,5,5,4,1,0,1,2,5,0,0,0,0,2,0,2,3,8.2
1022600167,2026-07-10,1628242,Emma Cannon,1611661320,LAS,LAS vs. CHI,13,9,4,0,13,13,9,4,3,1,3,4,1,1,2,2,0,0,0,0,13.8
1022600165,2026-07-10,1641649,Diamond Miller,1611661323,CON,CON vs. GSV,27,14,3,0,17,17,14,3,0,3,4,8,1,3,5,5,0,0,0,3,14.600000000000001
1022600166,2026-07-10,1629481,Arike Ogunbowale,1611661321,DAL,DAL @ TOR,30,20,3,7,30,23,27,10,1,2,6,11,1,3,7,7,0,0,0,0,34.1
1022600167,2026-07-10,204322,Elizabeth Williams,1611661329,CHI,CHI @ LAS,9,0,5,2,7,5,2,7,3,2,0,2,0,0,0,0,0,1,1,3,9.0
1022600165,2026-07-10,204329,Kiah Stokes,1611661331,GSV,GSV @ CON,20,5,4,2,11,9,7,6,2,2,2,4,1,3,0,0,0,0,0,0,12.8
1022600167,2026-07-10,204365,Erica Wheeler,1611661320,LAS,LAS vs. CHI,28,15,2,8,25,17,23,10,0,2,6,10,3,6,0,0,3,0,3,2,36.4
1022600165,2026-07-10,1631135,Olivia Nelson-Ododa,1611661323,CON,CON vs. GSV,25,12,8,4,24,20,16,12,2,6,5,13,0,0,2,4,1,1,2,4,29.6
1022600166,2026-07-10,203824,Odyssey Sims,1611661321,DAL,DAL @ TOR,12,8,1,0,9,9,8,1,0,1,3,9,2,6,0,0,0,0,0,0,9.2
1022600165,2026-07-10,203866,Kayla Thornton,1611661331,GSV,GSV @ CON,13,2,4,0,6,6,2,4,2,2,1,4,0,1,0,0,1,0,1,2,7.800000000000001
1022600167,2026-07-10,204324,Dearica Hamby,1611661320,LAS,LAS vs. CHI,30,17,7,3,27,24,20,10,0,7,7,13,1,1,2,4,3,1,4,1,40.9
